user_map,book_map,Rate,pred
796,710,0,1.1641886809608883
803,897,0,0.5405905383476499
803,483,0,-0.45688650971224914
803,254,0,-0.2522583758199555
804,1170,4,4.304287737570478
804,90,4,3.8863074451174637
805,114,0,1.6788144762300081
805,34,3,3.1550067895310785
805,312,4,3.257922987281636
811,592,0,-0.11916790922572347
811,498,0,-0.18706651662793117
812,178,4,2.5903786493527567
812,607,4,3.8156705887507876
816,312,4,2.8849896612909327
816,188,3,2.7616298306985056
817,828,0,1.2130731988737962
817,922,0,1.234755664276503
820,385,4,2.973614384391543
820,340,5,3.5635589659202207
820,92,3,2.617599781395182
822,440,5,5.560437633091016
822,212,5,5.324404412552002
822,237,4,3.4148551568185566
822,953,4,6.267033705293738
823,372,4,4.340530559443123
823,374,4,4.361002125545481
831,559,5,4.3094296308673234
831,1069,4,2.8625954729167162
837,12,0,-0.02513398131364613
837,1112,4,0.49908387839164103
837,19,0,0.7376379477630504
837,909,0,0.4071352019077402
839,567,5,5.528016047082444
839,714,5,5.478071738577325
841,851,0,0.4350323925473749
841,68,0,-0.1121617692552533
842,486,5,4.846782338150012
842,865,5,3.0189089301626524
847,448,4,2.4858405191151283
847,201,3,2.874193879596085
848,1200,4,1.0686916753871047
848,180,0,0.17050379173132996
848,303,0,0.9808394140853474
855,311,4,4.145947254213776
855,396,0,3.90174336226491
857,285,0,0.7099678685462232
857,655,4,1.7810192298174912
857,339,4,0.5046361686983171
860,149,0,1.8719945513524194
860,790,4,4.04710740042207
863,290,0,3.5400579042600815
863,834,4,2.8943098124450675
866,90,0,0.0
866,353,0,0.0
866,297,0,0.0
869,780,4,3.5196073795807137
869,985,3,2.706672921156221
870,348,0,-0.04371058812495359
870,176,0,-0.01526631214876973
871,916,0,0.8515196186828213
871,1080,0,-0.005212415305690277
871,442,0,-0.04683892126385836
871,797,0,-0.05511631915451176
873,848,0,2.0981025883209248
873,982,0,2.04431683017694
873,1078,0,2.564002088818987
880,976,4,4.0138992903609925
880,360,4,3.342540041932535
882,900,5,2.3642863796312845
882,325,0,1.2926656421749774
885,430,3,4.097407863846625
885,364,3,3.056251872604658
888,990,0,0.2982445193474057
888,926,0,0.17303737830422922
889,380,5,2.548879385795512
889,261,0,2.0275316146580034
890,213,0,2.2551421946972434
890,417,0,2.1504338349172656
892,679,3,2.951685861693086
892,847,4,4.3675883628804835
892,408,3,4.577753579684286
894,238,4,2.8430566843664025
894,64,0,1.7501409237456271
895,771,4,2.084209975429712
895,540,4,1.7322723855602267
899,797,4,3.765767546752236
899,662,4,4.827222942081096
899,631,5,5.227259157761925
899,788,4,3.159364907640728
906,605,3,3.323438628069836
906,1034,4,4.195358489663429
906,320,4,3.860370537447329
906,1152,4,4.9573396413952855
907,618,0,-0.015195872136913535
907,560,0,0.01893990726649622
909,444,5,4.963381752837581
909,364,4,4.3684124462712575
910,143,5,3.7633564042269434
910,1111,4,4.027820608910593
910,1137,5,5.12288801113197
911,492,0,0.3149293383056506
911,509,0,0.6384030081433074
911,869,0,1.4980287226892972
912,434,4,4.118886361794466
912,1021,4,4.399759419522814
913,1112,0,0.0
913,775,0,0.0
919,887,3,4.253033339082525
919,263,5,4.527125526905764
919,75,4,4.087497807665664
919,501,4,5.0479226868925835
920,1071,0,-0.07893897501631827
920,247,0,-0.14368764184174398
923,158,5,3.199544496689951
923,537,0,3.612311114451578
925,446,0,0.9011760770239347
925,538,0,0.6873014528329155
925,380,0,0.8624682896684526
925,500,0,-0.1484693870405528
926,746,0,2.0877641169562975
926,658,0,1.1815898683183956
930,43,0,0.8533670832811572
930,1195,3,3.1215104443371113
932,308,0,1.9034650700121614
932,850,3,2.5841390397323214
934,341,0,-0.14508252130926658
934,140,0,-0.07242883077845792
935,36,2,2.860321301147896
935,153,2,2.185024430256073
936,348,0,1.3898544899198428
936,776,5,1.3266556524545963
937,125,5,4.16937603191481
937,263,5,3.7464571888442233
937,318,2,2.0860394197953243
938,291,5,4.5672504770295985
938,681,3,3.821250041026084
938,268,3,4.233935375558788
943,553,5,2.7482993908901383
943,88,5,2.992472850818436
944,151,0,0.0
944,237,0,0.0
944,331,0,0.0
953,709,5,2.9167235092526185
953,925,0,2.828508584311067
953,573,4,3.741216947094189
953,105,5,2.8217257440380092
955,438,0,0.8923387749402466
955,430,0,0.00835034551417324
956,590,0,0.8575498685804208
956,608,0,0.25723546688893717
962,295,4,-0.014333849563546996
962,611,0,0.7841795150764737
962,102,4,0.3155268186853515
965,1146,3,3.5407716926210995
965,736,0,0.5556909777588569
965,278,0,1.9943480953643005
968,82,0,3.3157040451050026
968,144,0,0.43756242615825114
970,139,5,2.0458341277582797
970,388,4,3.4420495914123066
971,724,0,0.0
971,270,0,0.0
971,161,0,0.0
972,108,4,3.2639848761973567
972,327,3,2.1948016753698636
975,768,5,4.414926277279647
975,218,5,3.675271156677841
975,92,3,3.614552367692804
976,814,0,3.6910613816514593
976,349,0,3.0695543144177897
978,594,5,4.9046082260989925
978,260,2,3.99425550317526
979,227,0,1.9184923358966697
979,164,0,1.994400352234817
979,260,5,1.0149828338695437
980,1149,4,1.2414416616736441
980,555,5,2.7098894976374295
983,307,5,5.289284770097138
983,461,4,4.243381708144239
985,1084,4,2.6507551940752783
985,642,0,0.35967945192368744
987,288,3,1.449627944895868
987,236,0,2.616187815748479
987,705,2,1.6242106222514012
987,1126,3,3.288712897223169
989,664,5,4.577318708924797
989,311,0,3.234703663909703
990,595,5,3.975618390885863
990,149,3,3.1184997853132206
990,1102,3,2.2406894827043318
992,29,4,4.129068412726628
992,905,4,1.1411679056386954
992,537,4,3.456936675450603
992,309,5,2.7537958191855862
993,555,0,2.6836652221436608
993,361,0,1.9894161203377128
993,1182,5,3.3283058934964593
994,988,3,4.3701482975949855
994,971,5,3.948116183565015
994,204,4,3.5320474365816867
995,1111,0,0.045262296789534306
995,350,0,0.13373980492747406
997,754,5,4.66583819448282
997,334,5,2.9734474956774526
1000,39,4,3.694256859048998
1000,122,4,3.2613760660577538
1000,278,5,4.177607541204707
1001,116,0,0.3340037367719577
1001,34,0,1.2105816460824634
1001,140,5,1.6015482081976673
1001,487,0,2.0620919728240317
1001,234,0,1.6139120295414482
1002,654,4,2.3094624608668615
1002,823,0,2.074073797066084
1005,394,4,2.6885385761120726
1005,45,0,3.0469788905501147
1005,444,0,2.18392400714312
1005,235,0,3.0347044458369647
1006,427,2,3.4069927489311573
1006,519,4,4.306515345714184
1006,1058,5,3.4990114528786798
1008,714,5,4.06709597283123
1008,1085,0,3.3945946893853187
1008,35,3,2.577206511247267
1008,227,0,2.6926761161441446
1010,553,0,1.400400053143448
1010,869,0,4.498454857606187
1010,135,5,3.2289193214712317
1012,20,5,2.071629750907276
1012,1128,0,2.2874179360765647
1012,847,0,2.316836314442577
1013,1160,0,1.395418855492371
1013,762,5,2.6827389637525285
1013,859,0,1.8251194358428386
1016,547,0,0.14926567013692948
1016,995,4,1.9942361676286184
1017,162,4,3.307128609421537
1017,952,3,3.213823411655784
1024,1076,4,3.841109146611418
1024,1182,5,3.487877880541203
1029,376,0,-0.08654139267536395
1029,210,0,-0.06173182719484066
1030,219,4,4.821379126190509
1030,644,5,4.865642898159287
1032,913,3,2.6679153268427203
1032,164,4,3.790190533886725
1032,584,4,4.068247476698675
1034,305,4,1.6603203667709443
1034,350,0,1.1906525623415047
1035,846,4,2.0352554298241783
1035,422,0,3.153646928018129
1035,295,0,3.4508946371863445
1035,1103,0,3.924884633388439
1036,806,0,3.5511290081542137
1036,525,4,3.8533902441206322
1037,422,4,2.798264090465823
1037,352,4,2.773609821075854
1037,504,4,3.4592476330770783
1037,81,4,2.958160866537825
1039,797,3,3.606234903386065
1039,938,4,3.5224912127280703
1039,338,4,3.7349265595864587
1040,797,3,2.7353008166897306
1040,51,5,4.57289920542062
1042,1009,5,3.197763469267762
1042,990,4,2.14018587532174
1043,559,5,0.5955147690648221
1043,528,4,1.914737969985818
1043,661,4,2.062267502604426
1043,260,5,2.529930471473055
1043,111,4,2.7773515715198265
1049,51,5,5.1326552447371006
1049,118,0,3.6199157701718536
1051,197,0,0.5032943488550734
1051,536,0,0.6148713938164183
1051,189,0,0.7587664858024649
1052,1190,0,2.029778223511503
1052,1166,4,3.4579757195253316
1052,1106,5,3.9490039903643117
1053,487,0,0.44784182889729107
1053,444,0,0.3132802556094908
1053,445,0,0.2404888232555621
1053,63,0,-0.2712816717287717
1055,393,4,4.535567383083404
1055,401,4,4.119441181918079
1055,682,3,2.5821436488572647
1055,375,3,4.52850930460651
1057,705,0,1.9524149527345265
1057,97,5,2.9641120104765113
1062,51,5,4.1196181273016474
1062,1111,4,1.9624953689908937
1068,468,4,3.7854843796580258
1068,963,4,4.540938304219609
1070,45,4,3.0571183233736674
1070,83,0,5.063789588072876
1076,426,4,3.0052339670199415
1076,369,5,2.6262122361650735
1078,994,5,2.631013486732325
1078,816,2,1.6744953276473897
1082,764,0,-0.001976932625255355
1082,227,0,-0.06289350649350652
1082,210,0,-0.018802932512138826
1083,73,3,3.1535682593022107
1083,68,0,4.384450430034809
1084,666,0,0.0
1084,631,0,0.0
1084,879,0,0.0
1088,566,0,-0.1639077137825239
1088,443,0,-0.06722191197655725
1090,704,5,3.407940628603395
1090,422,5,5.039199345907246
1090,30,5,4.747466241301878
1090,646,5,4.356175521164209
1090,469,5,3.7532897492288457
1091,250,4,4.71652714433048
1091,46,4,4.0172971912709485
1092,631,5,1.7999629005650402
1092,561,0,1.9743047704043581
1092,967,0,0.5189181816183308
1092,689,0,0.30259937083905863
1094,413,3,3.0024213833679516
1094,409,5,3.3590728514465886
1094,477,4,3.43549565253693
1098,694,4,4.083492104853674
1098,147,3,3.9358683560631116
1099,533,4,0.6766029207107197
1099,744,0,1.2610056521687534
1099,762,0,0.7448767424107454
1099,680,0,-0.12660757792165733
1100,627,0,3.798808400941347
1100,402,5,2.7754862379668914
1100,1123,3,2.7249177767889803
1101,832,0,0.4254353329933471
1101,938,0,0.8012119582980985
1102,803,3,2.3197975736027296
1102,946,0,2.180085161684616
1103,331,4,3.7093900544783893
1103,816,3,3.8433690199305466
1103,608,3,4.090590493448895
1106,319,3,4.519564573670409
1106,372,4,4.355330071345078
1106,954,5,3.7232499959703307
1106,831,4,2.921632256555581
1106,754,5,5.020761471247036
1106,517,4,4.7782533027337175
1110,909,3,1.4439371249110695
1110,421,5,3.8656950551902654
1110,556,3,2.018908902671681
1110,542,5,2.317650200008168
1111,447,3,3.807854437136462
1111,632,3,2.620315924796833
1111,195,4,3.515953366676236
1111,720,3,3.185060323740922
1113,402,5,1.198803815474956
1113,553,0,0.1680620834544011
1116,926,5,2.5251451198268606
1116,260,3,1.6237859674071622
1117,85,5,2.6731773061595026
1117,151,0,3.343520168118607
1121,732,5,3.9799071919525906
1121,757,4,3.322320504028241
1122,458,5,3.274782827965962
1122,1019,3,3.491771748782189
1126,364,0,1.1292696087226979
1126,317,0,3.4802335933318265
1127,770,0,1.804609682734685
1127,1050,5,3.020288987905452
1131,462,3,1.7610608952162208
1131,1146,4,3.3205498717114215
1134,91,0,2.384703329497355
1134,8,3,3.2747302814504335
1135,364,0,-0.28122002962881576
1135,17,0,0.7090365623815029
1137,895,0,0.09998574976092675
1137,468,0,-0.03410305844092054
1137,111,0,0.7990961351953891
1137,226,0,0.05856928228090946
1138,589,0,2.0750486309082348
1138,1008,0,2.836834856940455
1139,801,4,3.577037682384267
1139,1078,4,4.572248725252951
1139,49,4,1.9377784745985207
1139,305,4,2.757540207672768
1141,790,5,5.106700952018279
1141,743,4,4.95276803044875
1141,841,5,5.7102765112421725
1145,233,5,5.291678966578116
1145,795,5,4.4607446949142915
1146,579,0,0.9813728490512601
1146,258,0,0.1489668113308179
1151,386,0,4.829269726548523
1151,227,4,3.7566457077250632
1154,593,4,0.6087408863122413
1154,954,4,1.5393643526627876
1155,421,0,0.0
1155,1063,0,0.0
1155,402,0,0.0
1156,854,4,3.5395948124370085
1156,1079,5,4.269355293419171
1161,266,4,3.053328998237815
1161,1106,5,4.222522541369203
1161,667,4,5.053859061137819
1161,710,5,3.984766686847267
1164,260,3,1.7079249504013996
1164,233,0,-0.5913038055805497
1169,257,0,-0.4650148001879978
1169,464,0,-0.027173283103958307
1169,490,0,-0.43420883283582634
1171,1150,0,-0.06673447404768051
1171,702,4,3.08001386339182
1172,307,4,5.028402670264246
1172,320,5,4.551409773977676
1173,149,3,2.986201844428308
1173,822,4,2.6845039981608556
1173,360,5,4.6830896591946525
1175,748,0,2.962367014147883
1175,922,0,2.577120998730064
1178,708,0,2.8182621994390886
1178,950,5,2.6708996305757595
1180,155,4,3.946236218126726
1180,797,3,4.652463513298957
1182,592,0,0.023510982027109883
1182,168,0,1.3030700413871843
1182,149,0,0.5894628491097936
1188,309,4,3.948988958122929
1188,837,4,3.136982510912193
1188,4,3,2.355019763648179
1190,636,3,2.744358424216528
1190,1152,5,4.498062241115457
1201,111,5,4.098480624609396
1201,664,5,3.663887480459967
1202,33,0,1.744609218350711
1202,160,0,1.312519991581203
1206,445,5,4.655508150127278
1206,183,5,5.19405798155533
1206,404,3,4.918344195842238
1209,638,5,4.722911404299258
1209,1175,5,3.438923372884421
1209,235,3,4.450014090213992
1211,984,4,3.1412420437637207
1211,422,0,1.500187908297009
1211,849,4,2.136426677088062
1216,1131,4,2.4619487309320687
1216,88,4,1.9627838721875992
1216,94,5,2.409693862755592
1218,710,5,3.545947232954975
1218,733,3,4.0420201233487045
1219,538,5,0.27952807300184795
1219,189,0,1.2604384580246712
1221,51,0,1.3717016748077553
1221,233,0,0.47309541806174915
1221,797,0,0.8937629163688883
1222,430,5,4.142069430081559
1222,170,4,4.151856886915057
1222,371,0,2.7154278545936297
1222,233,4,3.31600010186181
1228,108,5,2.367388455285764
1228,1054,0,3.305753372954075
1229,202,0,0.4030759327949075
1229,315,0,-0.023644721585614495
1229,1168,0,0.9643021367886553
1229,188,0,-0.07027092890114033
1229,464,0,-0.11300044170856967
1229,700,0,0.739084087187982
1230,90,4,2.0663698150139287
1230,145,5,0.44400693345524544
1230,464,0,1.918966136894911
1230,330,4,1.3376094757589851
1232,808,5,3.6516579417070223
1232,875,5,4.473451174475787
1236,306,3,3.193673418745846
1236,438,4,3.5860715346421794
1240,422,0,1.833748274374654
1240,259,0,1.1759329817530346
1241,313,0,0.7861057232773625
1241,607,3,1.4478979923864987
1241,632,0,1.1310056555325931
1242,517,3,2.94058249999675
1242,950,4,3.376679890591641
1245,244,0,4.605673287599957
1245,204,3,2.4240258096199714
1251,796,0,0.42639368433970426
1251,558,0,1.330770972950624
1252,291,0,3.6469164233045204
1252,221,0,3.3472207321516816
1252,381,5,1.868833254446432
1254,903,5,4.1948679843156045
1254,348,5,2.5295215664532105
1256,639,5,1.603077677804361
1256,125,5,2.050371904787851
1256,1093,5,3.2314454896013447
1263,575,4,-0.3436502934269759
1263,259,0,0.3298800207791496
1263,898,0,1.046077965976786
1265,240,5,4.750918777737807
1265,784,5,4.617691774977857
1265,235,5,4.966018409508308
1265,500,4,4.017054666107103
1267,518,4,3.746145035657245
1267,3,3,3.839471238250373
1271,753,0,2.187201416886799
1271,691,2,1.0180986316125589
1274,10,4,3.196984698579021
1274,1007,4,3.7143021528169093
1274,19,0,3.819063887983213
1274,796,4,3.939940540404665
1275,91,0,0.2709958194345808
1275,611,0,1.054750950893129
1278,247,5,4.6831188295533535
1278,495,4,3.076337356017736
1281,59,3,3.024221965918227
1281,422,5,4.028980709049605
1285,415,0,-0.21532274296534207
1285,346,0,-0.04901339510553526
1287,35,4,3.5417400988331367
1287,181,4,3.235672914486676
1287,88,4,3.8520804938644315
1297,163,5,4.098412143457552
1297,261,4,3.9419708768614043
1297,1194,5,4.0767514037442645
1298,1109,4,4.1697651607900195
1298,323,5,4.034539967343251
1300,1049,0,1.2667687422354743
1300,142,4,3.7844273231206933
1303,1022,5,4.184584727985395
1303,538,0,4.079729420295546
1307,433,0,3.067779235225246
1307,303,4,5.118509489597181
1307,894,0,3.066923924436784
1307,951,4,3.3130951681761305
1308,244,0,1.1125399053445442
1308,73,5,1.938643549825841
1308,484,5,1.0008909107105477
1308,580,4,2.1198699733620208
1308,290,0,0.08573207680813999
1309,1034,4,4.710577693227389
1309,15,5,6.232480974559193
1310,579,4,2.581583143801904
1310,585,4,2.274516767482177
1311,399,1,3.218130966156969
1311,213,4,4.564895672297271
1311,816,3,4.003485475710717
1315,576,0,1.7102983609802425
1315,847,5,3.3335079863619583
1323,309,0,0.12260372436170687
1323,106,0,0.8609119954429587
1323,149,0,-0.19006993012488554
1323,24,0,1.2999139170609828
1325,578,0,0.29945159057059934
1325,233,0,0.22642365295456882
1327,57,0,0.5587614619099948
1327,852,0,0.38688548774370657
1327,629,0,0.28334172624605136
1327,42,0,0.8731253358163726
1328,835,4,4.109174942808718
1328,607,4,3.75319126714231
1328,417,3,5.568071760313921
1330,107,0,3.9476885768997914
1330,752,3,4.690913528859411
1334,16,4,3.4254951529870983
1334,318,2,3.4210454892768585
1337,179,0,0.9791029232086963
1337,940,0,2.1607321609062224
1338,285,1,2.3842951234610794
1338,53,3,2.599089929725974
1338,46,4,2.3369301240488456
1340,142,5,4.171009229727063
1340,149,4,1.2495639029551349
1340,357,0,3.484331511722112
1343,163,5,3.0651844011331457
1343,1,4,5.005940820521197
1343,1137,4,4.2028553319347886
1344,988,5,1.3905760614547984
1344,57,0,0.5453456108581457
1344,282,0,0.6146011042856948
1344,415,0,0.5435104940867505
1345,708,0,2.886290755979673
1345,355,0,2.6511339975063253
1345,654,5,3.274246091169037
1347,438,5,4.201971547198167
1347,520,0,2.052425901353298
1348,418,5,2.1102514186699226
1348,556,0,-0.019398174908476618
1348,685,0,0.7065279837258672
1351,398,2,3.636805251313562
1351,400,3,2.6212537219263146
1351,754,4,3.4414019937769833
1351,181,3,3.7233357294376344
1351,894,1,1.9432267787178887
1352,879,0,4.267117331437042
1352,17,2,4.381277919866323
1353,1179,0,1.131418836757979
1353,627,0,0.2826831599432329
1355,754,4,3.403717462052855
1355,247,4,3.9346416141436507
1356,757,4,3.586874948556487
1356,32,4,4.181901093865496
1357,57,0,-0.11859654342794468
1357,33,0,-0.043159156471699156
1360,489,4,2.002400250204948
1360,450,4,3.62351239103024
1360,599,3,2.7583820126930685
1361,993,4,2.272313895302372
1361,598,0,3.31714592736008
1361,12,0,2.8757033894152566
1361,36,0,2.3600833963375427
1362,667,4,3.0933976617844854
1362,240,5,5.201572047906046
1363,125,5,4.068360379848302
1363,855,0,3.9995547691093005
1366,94,5,5.083102766475496
1366,1165,5,4.784457865058113
1366,359,5,4.0827113221572615
1366,282,5,4.21512449237778
1366,766,4,4.056825576090761
1366,439,4,3.6649695822152126
1368,188,0,0.18067948093384345
1368,442,0,0.018489307749671058
1368,865,0,0.7972226820744814
1368,434,0,0.26973104241731455
1370,1103,4,3.6513109275703757
1370,279,0,3.054471476736119
1370,875,0,2.660861187604496
1370,94,0,3.2023887962295037
1372,877,4,3.7397561354066062
1372,405,5,4.761896227152916
1372,275,3,3.1674912186892668
1372,59,4,3.5922038799243574
1372,896,5,3.928998797645231
1372,822,4,3.7172961852696504
1373,613,4,3.1217711302639612
1373,850,5,2.1060596779437
1373,915,4,1.911727013227078
1374,99,3,1.9817914970472341
1374,48,3,2.9222630104522724
1375,994,4,4.910677674231515
1375,1173,4,4.719430120392147
1376,731,2,2.389577379219566
1376,448,3,4.616789124243556
1380,426,0,2.560120615561593
1380,232,0,2.140922238636322
1382,985,0,-0.11251087596389749
1382,178,0,-0.038779590738037426
1382,1048,0,-0.1428214184224414
1382,1155,0,-0.09967186567308775
1382,1065,0,-0.031732659292495566
1382,401,0,-0.037917262191680484
1387,189,0,0.14461952569878567
1387,305,3,0.7191279075614728
1390,948,5,3.507126704827127
1390,558,0,1.5805560447610754
1391,256,5,5.167251172159914
1391,258,4,4.272713058641644
1394,458,5,5.357788668893939
1394,852,4,4.317655655974861
1394,282,5,4.111184252165389
1401,177,5,3.8265712101754517
1401,784,3,2.8527788981817146
1401,435,3,4.389005800595254
1403,577,2,2.697159447062877
1403,754,3,4.645578841885164
1403,149,5,4.479092842402624
1404,848,3,3.6900123966611296
1404,784,4,3.8860413509314538
1406,812,3,3.739234998366024
1406,735,5,2.713378017218073
1408,388,3,1.7770633438452057
1408,635,4,1.9090175300373518
1410,148,5,4.280299841196799
1410,300,3,3.2258885755519415
1412,424,0,0.0
1412,214,0,0.0
1412,85,0,0.0
1412,216,4,0.0
1413,774,4,2.039040996238099
1413,489,0,1.8235115554157981
1416,837,0,3.164441286688489
1416,108,0,1.937783699606716
1418,1115,3,2.4862330752338613
1418,368,3,2.384086078876622
1418,183,4,2.5242659440910513
1419,697,3,3.0954959022180613
1419,170,0,2.5785255951486534
1420,100,0,3.491732745950846
1420,910,4,5.515049017258598
1424,395,0,1.941906171579967
1424,748,4,1.6710948740617226
1424,700,0,0.14014964152694032
1425,810,4,1.2975076559090504
1425,1114,4,1.0616373454844734
1428,1128,3,0.9640761652672776
1428,492,0,0.024808455194721385
1428,363,0,-0.028680309024575606
1432,201,0,-0.04406069441232985
1432,405,0,-0.01540145856507185
1432,607,4,-0.03926222793046049
1432,192,0,-0.03639367915238301
1437,460,5,4.3558521982590275
1437,78,3,3.2769917151491628
1437,599,4,4.23593059247842
1437,655,4,3.827835566536916
1437,17,3,4.596235459517927
1442,139,3,3.8729656541018374
1442,46,3,3.3980051086601044
1442,3,5,4.636137776033707
1442,1008,4,4.2325533658529215
1444,948,4,4.9325671776686155
1444,1036,5,4.966153310511666
1444,1019,4,4.441751251144918
1444,1001,4,4.058592846691894
1447,486,5,4.39865651081433
1447,752,4,4.109292652463293
1447,149,3,2.0488378607237374
1447,48,5,3.4845371634853706
1447,426,5,3.982535921878058
1450,796,4,4.148392322110297
1450,752,5,5.0891705990843805
1458,291,4,3.457264909678538
1458,775,0,3.4355889960137147
1458,676,4,3.5740142807593003
1458,189,4,3.9405514111306412
1458,429,5,4.694760358610168
1463,1009,3,3.0493360554036206
1463,757,5,4.268537538138881
1463,700,4,3.353690887167904
1463,464,4,3.9605546307010733
1464,787,0,0.0
1464,1113,0,0.0
1464,1071,0,0.0
1464,569,0,0.0
1466,990,4,4.196332724698961
1466,233,5,4.132737681216393
1468,497,0,2.3851159678488894
1468,561,4,1.2903663872049569
1468,290,4,2.4514241758352613
1468,35,3,2.788064323387703
1470,576,4,3.091915502631879
1470,294,3,3.911277319032881
1474,849,0,0.28341007699569726
1474,924,4,1.0688688914290325
1476,796,0,-0.13217947312233605
1476,940,0,-0.0973218937698914
1478,264,4,5.149380853356069
1478,890,5,2.6601170722897276
1481,163,4,3.6374155791610328
1481,82,5,4.9518691714184815
1488,108,0,0.4114063459992129
1488,355,0,0.4881745376495887
1493,515,0,1.1215843051618162
1493,17,0,-0.04399482202791026
1497,511,0,0.7323734592841957
1497,205,0,0.6428401161288458
1497,230,0,2.277266456075215
1500,953,3,2.8158586508732375
1500,67,0,0.5001475618738924
1500,189,0,3.6327911341788113
1504,1182,4,4.74519575672762
1504,1151,3,2.2457391087246976
1505,559,0,4.157407118836125
1505,439,0,1.7358794174043655
1505,476,3,2.762559630715694
1508,205,0,1.1250822536471945
1508,280,3,3.592339100102433
1508,227,3,1.5037301448636318
1509,330,0,1.9037308563399447
1509,610,0,0.33577105939776564
1509,928,4,0.459522020821574
1510,226,0,1.2686548707392085
1510,725,4,1.837285999872534
1510,441,4,1.9830448149177469
1513,402,5,4.915944087741984
1513,65,4,3.458851869737985
1513,324,3,4.801860604744914
1514,382,5,4.266168911904653
1514,739,5,3.9220389791961847
1514,352,5,4.113713533352647
1514,601,5,4.2370005138493
1516,30,0,1.5672949436696098
1516,569,0,-0.434668509180264
1516,427,0,1.1666274636427698
1518,278,5,1.3185045447783157
1518,176,3,0.6240252698417048
1518,5,0,1.9032735688839053
1519,855,0,0.12500766643256836
1519,536,0,0.863548735737504
1521,691,4,3.7516701096877267
1521,306,4,4.1867697005058
1524,693,5,2.392503457097388
1524,603,3,1.5873258005676456
1524,34,2,1.0499104333705138
1524,613,0,1.2821973919904919
1527,1175,0,0.5842542092213917
1527,34,0,0.7321726707069143
1533,752,0,1.533037615390522
1533,948,3,2.7002116194321597
1533,1044,4,2.1228360505117747
1533,350,4,2.683043293890018
1533,629,0,1.6242533778716284
1535,906,0,1.0350330437646835
1535,260,0,1.092921918878459
1536,844,4,3.48822679427916
1536,907,4,3.662106892711526
1537,125,5,3.819928974496602
1537,396,4,2.2470501711119795
1537,779,5,3.5424186014730217
1537,255,5,3.0728616120432566
1546,352,5,4.469395231677128
1546,405,3,4.842829711035529
1549,555,4,2.873171123606825
1549,119,0,2.2497776175239212
1551,469,0,1.0489399171147944
1551,518,0,0.9597567637041321
1552,987,5,1.3084179918364311
1552,260,0,1.5770472709839591
1553,607,4,3.4744128369944596
1553,923,3,3.960173991579503
1556,548,5,3.647020672464593
1556,1134,5,1.7615694345297979
1561,680,0,0.688306314281874
1561,204,0,0.5261487505151373
1561,98,5,1.0552462022332925
1565,847,4,3.102086399597193
1565,737,5,3.127632018556131
1567,282,5,3.475494511319653
1567,969,4,5.004253910693833
1568,572,0,0.8428940484886701
1568,464,0,0.1420861160304479
1568,436,5,1.6911251271056231
1568,1099,4,0.09083095375123285
1568,710,0,0.6973141476909588
1570,944,3,4.321811788452219
1570,338,3,3.516859362910984
1570,868,5,4.6999499138067105
1571,917,0,0.6867482148811724
1571,310,0,0.23146739800398897
1572,619,0,0.9841643900734548
1572,248,0,-0.17686422393059284
1573,1051,4,2.7863394819229823
1573,607,0,1.9071044722344692
1573,488,0,2.663542952553601
1574,327,3,3.2367039793407932
1574,68,5,1.606490053547636
1576,282,0,1.090542169605626
1576,309,5,3.01943284892052
1579,705,0,1.8704380445873539
1579,111,0,0.4995693356490355
1580,926,0,0.30222100343929187
1580,32,0,0.7677856388602945
1580,585,0,-0.2985541642888788
1581,171,0,0.3804086624219744
1581,580,0,0.9508142347532365
1581,259,0,0.2986086123780136
1584,732,0,1.9760877102132473
1584,1115,3,0.6619305515665235
1584,611,4,2.5821054798743224
1590,2,3,2.6733045321905724
1590,91,5,5.484566036979292
1590,983,4,4.7084539995383725
1592,388,0,-0.13103039497770677
1592,840,0,-0.03297465360393442
1593,793,0,2.1758842115410877
1593,222,0,0.6318876786270086
1596,53,5,3.642613217296906
1596,683,4,4.83420286834463
1597,180,4,2.955814731031671
1597,385,3,3.966893358690121
1598,495,4,3.3722352614814275
1598,676,4,4.212318478464507
1598,812,5,3.529282671366991
1598,119,5,3.4775888497530865
1601,306,4,3.51516513165871
1601,290,5,4.134281917935835
1601,685,4,2.9513770518088203
1602,333,0,2.254156894364302
1602,492,0,1.4632884924177147
1602,380,5,1.162535298755285
1602,499,0,1.6983718878684695
1602,980,5,3.920842847020789
1603,353,0,0.015050130092346459
1603,350,0,-0.1397858778547916
1605,483,4,3.6193969606897847
1605,1028,0,2.0321770708676605
1606,121,5,2.9210996307792336
1606,132,3,3.7255433578266866
1606,688,5,3.3478008234376473
1609,258,0,0.11279466706680141
1609,407,0,1.0054771374950695
1611,232,0,2.865532561274308
1611,1167,4,2.5893453931165857
1617,181,0,2.04075777271108
1617,550,5,3.615849224138776
1620,775,3,3.8848934811599514
1620,517,5,5.066592568801206
1620,937,4,4.8134307980117494
1620,1197,4,3.133817636636054
1624,1011,0,3.017829985861396
1624,758,0,3.488223145775977
1624,229,0,2.231981846991786
1626,753,0,0.8702136206617945
1626,244,0,1.1200632162820272
1627,263,0,-0.0038240436432805947
1627,148,0,0.01576738324571797
1627,403,0,-0.36714998335546883
1629,270,1,2.0888262989751674
1629,275,4,4.658652848629409
1629,80,1,3.055605394017931
1631,384,5,5.157062352424431
1631,128,4,3.9995218712176692
